provider_id,npi,first_name,last_name,provider_type,specialty_code,specialty_name,license_number,credential_status,credential_expiry_date,address_line1,city,state,zip,phone,last_updated_date
P00147,1000000147,Andrew,Love,DO,PSY,Psychiatry,LIC583550,ACTIVE,2026-05-27,10248 Bailey Forks,Rickeymouth,GA,83104,(765)306-1809x1901,2025-10-26
P00148,1000000148,Keith,Jennings,PA,ORTH,Orthopedics,LIC401603,ACTIVE,2026-01-10,7660 Moore Forges,Lake Peter,NY,72030,824-350-8821x0099,2025-12-08
P00149,1000000149,Kevin,Goodman,NP,DERM,Dermatology,LIC769975,PENDING,2026-12-20,68222 Christina Glen Apt. 129,Port Karenside,WA,60959,+1-581-341-4139x7552,2025-08-15
P00150,1000000150,Justin,Jones,PA,PSY,Psychiatry,LIC994787,ACTIVE,2026-07-23,7759 Steele Drives,Lindseychester,FL,22604,9539364525,2025-06-04
P00151,1000000151,Sean,Hampton,NP,ONC,Oncology,LIC833247,ACTIVE,2027-01-03,129 Meagan Walks Apt. 834,Lake Charlestown,AZ,66977,+1-409-796-9308x4887,2025-10-20
P00152,1000000152,Philip,Vance,MD,ORTH,Orthopedics,LIC735863,ACTIVE,2027-08-03,78816 Shaw Shore Apt. 928,South Erik,WA,74734,001-627-750-3731,2025-01-05
P00153,1000000153,Jim,Barnett,DO,PED,Pediatrics,LIC767542,ACTIVE,2026-12-27,7700 Garcia Pike Suite 498,South Desiree,WA,48381,001-718-946-3865,2025-11-07
P00154,1000000154,Laura,Eaton,MD,FAMP,Family Practice,LIC423939,ACTIVE,2026-04-10,272 Chris Row,Jasonburgh,CA,21126,(491)836-5177x739,2025-11-18
P00155,1000000155,Andrew,Williams,NP,NEUR,Neurology,LIC442589,ACTIVE,2026-04-03,80920 Jonathan Falls,Greeneshire,NY,84075,5418379772,2025-03-09
P00156,1000000156,Carolyn,Norton,NP,PED,Pediatrics,LIC656639,ACTIVE,2027-07-07,842 Nielsen Ranch,East Nicholasberg,WA,14731,9382862912,2025-03-09
P00157,1000000157,Natalie,Schmidt,NP,FAMP,Family Practice,LIC882824,INACTIVE,2027-05-09,72980 Boyd Land,Lake Alyssabury,TX,63693,001-865-699-1624x73149,2025-05-12
P00158,1000000158,Jacob,Fletcher,DO,PSY,Psychiatry,LIC809176,ACTIVE,2026-05-25,818 Nicholas Ford,Robertville,AZ,20788,(994)448-6959x46368,2025-02-08
P00159,1000000159,Mitchell,Peters,MD,NEUR,Neurology,LIC377304,ACTIVE,2027-02-09,9562 Julie Mission Apt. 138,Hartmanside,GA,80982,001-602-560-1279x611,2025-02-16
P00160,1000000160,Nathan,Lynch,NP,NEUR,Neurology,LIC712955,ACTIVE,2027-11-20,9849 Sonya Viaduct Apt. 770,Port Diane,IL,68416,430-398-8392x0530,2025-12-11
P00161,1000000161,Wendy,Chan,PA,DERM,Dermatology,LIC126240,ACTIVE,2026-08-28,669 April Street Apt. 184,Michaelview,IL,30162,+1-337-669-0426x818,2025-12-12
P00162,1000000162,Matthew,Wilson,PA,PED,Pediatrics,LIC835132,ACTIVE,2026-03-06,947 Hart Trail Apt. 577,South Darrenland,AZ,50658,+1-833-756-5880x4341,2025-11-28
P00163,1000000163,Charles,Velazquez,MD,DERM,Dermatology,LIC419149,PENDING,2026-02-16,5394 Stacey Springs Apt. 733,Port Joseph,TX,30543,239.252.1117,2025-03-13
P00164,1000000164,Melanie,Watson,DO,DERM,Dermatology,LIC507524,ACTIVE,2027-07-05,9472 Sanders Terrace Apt. 086,Ayerston,AZ,66361,(362)771-8750x036,2025-05-01
P00165,1000000165,Michael,Hensley,MD,FAMP,Family Practice,LIC974190,ACTIVE,2027-11-02,434 Mullen Junctions,Ivanchester,AZ,28095,(855)864-7292x93143,2025-08-01
P00166,1000000166,James,Marsh,NP,ORTH,Orthopedics,LIC327823,ACTIVE,2027-12-08,0267 Wendy Vista,Kristenport,FL,33396,+1-990-361-2034,2025-01-17
P00167,1000000167,Shannon,Cook,NP,NEUR,Neurology,LIC670913,INACTIVE,2027-12-04,8845 Robert Keys Apt. 998,Port Justin,IL,43111,+1-887-371-6947x22569,2025-02-20
P00168,1000000168,Christian,Cooper,DO,CARD,Cardiology,LIC228093,INACTIVE,2026-10-10,4496 Barron Tunnel Suite 987,Jacksontown,GA,16890,001-234-813-2611x1780,2025-07-23
P00169,1000000169,Alexandria,Ferrell,MD,DERM,Dermatology,LIC153035,ACTIVE,2026-08-06,9216 Perez Street,Scottberg,FL,17707,420.905.5778x48728,2025-12-06
P00170,1000000170,Crystal,Fields,MD,FAMP,Family Practice,LIC970127,ACTIVE,2026-07-30,845 Fernandez Valley Apt. 745,Greenport,FL,01884,9826547807,2025-10-17
P00171,1000000171,Albert,Jordan,DO,PED,Pediatrics,LIC926952,INACTIVE,2026-12-03,308 Lopez Points Suite 632,Claytonbury,CA,34970,863-589-4484,2025-04-30
P00172,1000000172,Melissa,White,NP,ORTH,Orthopedics,LIC937302,ACTIVE,2026-05-14,79749 Lopez Brook Apt. 080,North Julian,CA,16890,001-970-731-2073x564,2025-03-16
P00173,1000000173,Steven,Moody,DO,FAMP,Family Practice,LIC717457,ACTIVE,2027-01-02,20461 White Ville Suite 601,South Kelsey,NY,58560,603.771.8376,2025-01-08
P00174,1000000174,Eric,Chandler,PA,ORTH,Orthopedics,LIC651640,ACTIVE,2026-05-10,7435 Michelle Forge,East Cynthiamouth,TX,02475,(949)416-3009,2025-01-27
P00175,1000000175,Nathan,Davis,MD,PSY,Psychiatry,LIC573962,ACTIVE,2027-01-06,1950 Michael Drives,East Tonymouth,CA,73685,+1-657-930-6524x0778,2025-08-18
P00176,1000000176,James,Lopez,MD,ORTH,Orthopedics,LIC163780,PENDING,2027-10-21,7498 Casey Drives Suite 448,Shawnhaven,AZ,50182,001-920-495-9351x8638,2025-08-23
P00177,1000000177,Chloe,Morris,PA,ONC,Oncology,LIC847006,INACTIVE,2026-04-21,18102 Morgan Flats Apt. 731,New Darlenefurt,TX,86736,389.994.0539x1037,2025-12-18
P00178,1000000178,Laurie,Brown,DO,DERM,Dermatology,LIC168872,ACTIVE,2027-09-15,0948 Jessica Village Suite 138,North Jessicaside,IL,51007,338.739.2886,2025-06-14
P00179,1000000179,Emily,Park,NP,ONC,Oncology,LIC575755,ACTIVE,2027-06-28,22868 Sandoval Place Suite 558,Meganchester,AZ,83501,(259)239-8368x45776,2025-11-02
P00180,1000000180,Tonya,Larson,DO,DERM,Dermatology,LIC550961,ACTIVE,2026-04-28,0433 Smith View,Samanthahaven,FL,73419,001-692-710-7522,2025-12-26
P00181,1000000181,Pamela,Wright,PA,ONC,Oncology,LIC536196,ACTIVE,2027-04-10,1969 Jessica Stream Suite 727,New Dawnton,IL,96287,001-561-205-5661,2025-06-23
P00182,1000000182,Cynthia,Chen,NP,ONC,Oncology,LIC492483,PENDING,2027-11-13,8058 Mark Square,East Brent,GA,96390,(379)998-1364x6225,2025-06-10
P00183,1000000183,Ashley,Williams,MD,DERM,Dermatology,LIC552855,ACTIVE,2026-03-29,1686 Kathleen Orchard Apt. 769,New Christina,IL,96926,533.714.6591x16655,2025-02-16
P00184,1000000184,Melvin,Rios,NP,FAMP,Family Practice,LIC802559,ACTIVE,2026-03-03,59792 Williams Viaduct Apt. 352,North Jodibury,IL,81897,(740)551-4770,2025-10-12
P00185,1000000185,Jody,Lewis,NP,ONC,Oncology,LIC468727,ACTIVE,2026-10-22,792 Nicholas Shore Apt. 420,Jamesview,FL,07458,301.764.5104x636,2025-01-27
P00186,1000000186,Todd,Harper,DO,FAMP,Family Practice,LIC988432,ACTIVE,2027-05-09,38780 John Pines,Matthewfurt,IL,98069,(205)655-4384,2025-12-03
P00187,1000000187,Natasha,Zamora,DO,DERM,Dermatology,LIC946432,ACTIVE,2027-08-11,432 Prince Shoals,North Jessica,CA,68752,+1-593-463-9264x95782,2025-05-23
P00188,1000000188,Bianca,Sutton,NP,ORTH,Orthopedics,LIC836833,ACTIVE,2026-07-04,48262 Lonnie Point,East Lonnieberg,IL,95800,3564647423,2025-01-15
P00189,1000000189,Jack,Farmer,DO,NEUR,Neurology,LIC693830,ACTIVE,2026-07-05,993 Jerry Burg Suite 172,Josephstad,TX,24615,(577)522-3306x0463,2025-01-04
P00190,1000000190,Carl,Ho,MD,FAMP,Family Practice,LIC882354,ACTIVE,2026-02-01,757 Ronald Trail Apt. 965,Carrshire,AZ,78332,+1-880-281-7703,2025-11-21
P00191,1000000191,Angela,Black,DO,ONC,Oncology,LIC488028,ACTIVE,2026-12-16,47644 Jackson Hill,Lake Zacharyberg,IL,61263,+1-271-481-2982x6657,2025-08-21
P00192,1000000192,Shawn,Mosley,DO,DERM,Dermatology,LIC891083,ACTIVE,2026-06-09,1452 Christopher Squares,Waltersland,TX,69158,001-468-492-6860x259,2025-01-27
P00193,1000000193,Misty,White,PA,ORTH,Orthopedics,LIC609253,ACTIVE,2027-11-09,4474 David Curve,North Cindy,AZ,33676,5779780973,2025-08-15
P00194,1000000194,Shawn,Ramos,MD,ORTH,Orthopedics,LIC461939,ACTIVE,2027-06-09,84983 Jack Centers,Benjaminton,WA,87925,001-494-651-0162,2025-04-21
P00195,1000000195,Cheryl,Holt,NP,PSY,Psychiatry,LIC147623,ACTIVE,2027-11-15,9501 Morris Light,Port Ronaldside,CA,09010,372-314-5868x3390,2025-09-27
P00196,1000000196,Timothy,Barker,DO,CARD,Cardiology,LIC904624,ACTIVE,2026-11-05,9548 Ho Ridges Suite 877,New Jesse,WA,38575,801.207.1396,2025-04-15
P00197,1000000197,Matthew,Castro,MD,ORTH,Orthopedics,LIC621546,ACTIVE,2026-05-03,34414 Hunter Islands,North Ginamouth,NY,52411,001-499-902-3557x7027,2025-06-17
P00198,1000000198,Patricia,Herrera,DO,FAMP,Family Practice,LIC624563,ACTIVE,2027-06-30,6084 Peters Brook Apt. 955,East Juantown,IL,44954,(882)399-6291x4504,2025-07-14
P00199,1000000199,Tyler,Young,PA,DERM,Dermatology,LIC119651,ACTIVE,2026-02-13,3842 Neil Camp Apt. 178,Port Timothyhaven,TX,20696,457.584.5218,2025-07-23
P00200,1000000200,Jenny,Stevens,PA,NEUR,Neurology,LIC843963,ACTIVE,2027-03-16,40915 Small Cove,Andrewport,WA,84236,353.634.4857,2025-10-22
P00201,1000000201,Edward,Hill,NP,DERM,Dermatology,LIC280222,INACTIVE,2026-01-22,881 Amy Plaza,Josephport,GA,75747,421.249.5870,2025-07-27
P00202,1000000202,Thomas,Lowe,MD,NEUR,Neurology,LIC355135,ACTIVE,2027-03-24,0166 Janet Ramp,Jensenport,AZ,44060,981.679.2171,2025-02-15
P00203,1000000203,Gabrielle,Mckinney,NP,DERM,Dermatology,LIC332335,ACTIVE,2026-11-14,3329 Durham Lock Apt. 557,Johnsonfort,NY,15297,(377)724-5992x816,2025-07-22
P00204,1000000204,Angela,Jones,MD,DERM,Dermatology,LIC656379,ACTIVE,2027-10-11,769 Allen Gardens Apt. 761,Jaredshire,IL,57012,(395)983-2197x19975,2025-09-19
P00205,1000000205,Gregory,Blanchard,DO,NEUR,Neurology,LIC207798,ACTIVE,2026-06-01,196 Snyder Shore,North Jeffberg,FL,76623,001-602-627-8469x97335,2025-11-27
P00206,1000000206,Samantha,Zuniga,MD,FAMP,Family Practice,LIC285751,PENDING,2026-06-06,90986 Melissa Circle Suite 800,Danielport,GA,04588,569.465.6666,2025-11-05
P00207,1000000207,Thomas,Lopez,PA,PSY,Psychiatry,LIC814220,INACTIVE,2027-08-17,6242 Alexander Rue Apt. 276,North Derrick,IL,55008,596.492.7868x765,2025-10-16
P00208,1000000208,Roger,Smith,MD,NEUR,Neurology,LIC591699,ACTIVE,2027-03-27,384 House Ports Suite 009,Bushville,WA,76557,312.684.7818x9137,2025-03-19
P00209,1000000209,Chloe,Berger,NP,ORTH,Orthopedics,LIC631981,ACTIVE,2026-02-27,7879 Fisher Union,Keithton,GA,91602,+1-249-640-7929x049,2025-10-30
P00210,1000000210,Todd,Martinez,NP,PSY,Psychiatry,LIC972097,ACTIVE,2026-02-28,4294 Hodge Bridge,New Gregshire,TX,97358,(275)724-3728,2025-01-20
P00211,1000000211,Tracey,Coffey,MD,ONC,Oncology,LIC571579,INACTIVE,2027-08-18,6637 Jason Street,Brianview,FL,99523,502-876-7478,2025-08-25
P00212,1000000212,Frances,Price,DO,NEUR,Neurology,LIC164879,ACTIVE,2027-05-03,86047 Gregory Pines Apt. 185,Bishopview,IL,44405,441-749-6739x385,2025-11-06
P00213,1000000213,Amy,Chambers,DO,DERM,Dermatology,LIC141043,ACTIVE,2027-10-24,61817 Robinson Haven,Jamestown,GA,81686,409-839-1119,2025-09-16
P00214,1000000214,Diana,Yoder,DO,PSY,Psychiatry,LIC481574,ACTIVE,2027-06-20,24471 Livingston Harbor,Schwartzmouth,WA,34230,(614)406-6504,2025-09-26
P00215,1000000215,Scott,Vasquez,MD,ONC,Oncology,LIC927564,ACTIVE,2026-12-13,627 Douglas Trafficway,Robinsonville,IL,58379,001-241-201-1947x072,2025-07-29
P00216,1000000216,Elizabeth,Adams,PA,DERM,Dermatology,LIC397949,ACTIVE,2026-04-07,9087 Graham Vista Apt. 830,Finleyfort,NY,16387,001-785-354-6015,2025-06-18
P00217,1000000217,Maureen,Hodges,DO,NEUR,Neurology,LIC466813,ACTIVE,2027-08-20,328 Tammy Shore Apt. 461,Tommouth,AZ,96881,320.630.9376,2025-02-11
P00218,1000000218,Victor,Hanna,MD,FAMP,Family Practice,LIC424620,ACTIVE,2027-12-27,05050 Wilson Valley Suite 829,North Benjamin,IL,19059,407.390.3202x0417,2025-11-01
P00219,1000000219,Lisa,Rodriguez,MD,FAMP,Family Practice,LIC777406,ACTIVE,2027-12-21,931 Ronald Valleys Suite 519,West Mary,IL,28449,001-909-525-1142x62582,2025-12-10
P00220,1000000220,Sara,Williams,DO,CARD,Cardiology,LIC324597,ACTIVE,2026-11-13,962 Nichole Common,North Harryland,GA,93134,+1-494-267-2324x8763,2025-07-05
P00221,1000000221,Caitlyn,Love,DO,PED,Pediatrics,LIC180913,ACTIVE,2026-05-21,456 Angela Fields,New Tiffanystad,TX,71243,237.734.0312x77220,2025-04-26
P00222,1000000222,Justin,Hamilton,DO,CARD,Cardiology,LIC726258,ACTIVE,2026-12-11,701 Sara Fall Apt. 078,North Pattymouth,NY,78188,001-356-535-3153,2025-12-05
P00223,1000000223,Joan,Kane,DO,FAMP,Family Practice,LIC856215,ACTIVE,2027-10-02,17970 Thomas Ridge Suite 265,South Jennifer,AZ,83341,(943)852-0904x217,2025-12-21
P00224,1000000224,George,Cooper,PA,NEUR,Neurology,LIC740255,ACTIVE,2026-09-01,292 Christopher Walks Suite 397,Ramirezchester,GA,96993,235.869.3929,2025-12-13
P00225,1000000225,Tina,Williams,NP,PED,Pediatrics,LIC947903,ACTIVE,2026-09-02,806 Mendoza Union Apt. 773,New Karenchester,FL,29075,(954)231-0742,2025-10-01
P00226,1000000226,Tiffany,Ford,PA,NEUR,Neurology,LIC584106,ACTIVE,2027-08-08,625 Padilla Alley,South Patriciamouth,AZ,70089,7462498931,2025-12-14
P00227,1000000227,Zachary,Kent,DO,ONC,Oncology,LIC362147,ACTIVE,2026-07-24,16579 Michael Extensions Apt. 832,Johnville,GA,85571,793.935.5486x4015,2025-03-24
P00228,1000000228,Todd,Rose,MD,NEUR,Neurology,LIC398910,ACTIVE,2026-04-16,8847 Marsh Square,East Patriciamouth,NY,11944,462-941-1241,2025-10-11
P00229,1000000229,Edward,Harris,DO,ORTH,Orthopedics,LIC971415,ACTIVE,2027-06-10,6827 Fisher Street,West Jaimetown,FL,30952,456.695.5798x87749,2025-08-19
P00230,1000000230,George,Green,PA,PSY,Psychiatry,LIC155843,ACTIVE,2026-01-28,4025 Bryant Expressway Apt. 842,Port Jean,IL,87841,(623)710-5927,2025-06-28
P00231,1000000231,Jack,Hart,NP,PED,Pediatrics,LIC335445,ACTIVE,2026-03-25,552 West Estates,Davidtown,TX,53527,427.952.0885x4749,2025-07-17
P00232,1000000232,Matthew,Rodriguez,MD,NEUR,Neurology,LIC400814,INACTIVE,2026-05-21,28140 Williamson Forges Suite 515,New Danielleshire,GA,69501,843.501.8718,2025-03-16
P00233,1000000233,Tracy,Morrison,PA,FAMP,Family Practice,LIC745239,ACTIVE,2027-04-26,562 Wood Landing,West Michaelport,TX,58903,+1-813-476-7426,2025-12-28
P00234,1000000234,Mary,Harper,DO,CARD,Cardiology,LIC675462,INACTIVE,2026-08-09,47851 Davis Lodge,Robertside,AZ,61071,001-692-932-6487x049,2025-05-12
P00235,1000000235,Anita,Ford,NP,DERM,Dermatology,LIC227767,ACTIVE,2026-09-01,24471 Butler Overpass,North David,AZ,36836,219.659.7964x7158,2025-05-28
P00236,1000000236,Francisco,Brown,PA,PSY,Psychiatry,LIC725726,ACTIVE,2026-04-24,2520 Ward Roads Suite 044,New Jamesburgh,FL,12888,+1-428-255-4451x895,2025-02-02
P00237,1000000237,Derrick,Campbell,MD,FAMP,Family Practice,LIC744674,ACTIVE,2027-03-16,5213 Wesley Village Apt. 898,South Stevenland,AZ,15779,(707)454-5279,2025-05-30
P00238,1000000238,Jennifer,Johnson,MD,FAMP,Family Practice,LIC648913,PENDING,2027-11-16,22342 David Common,Vazquezville,TX,10689,2769031089,2025-12-07
P00239,1000000239,David,King,MD,CARD,Cardiology,LIC766549,ACTIVE,2027-04-27,0119 Briana Flats,Lake Michael,IL,12399,(349)355-2893,2025-07-19
P00240,1000000240,Lori,Hines,MD,ORTH,Orthopedics,LIC461551,ACTIVE,2027-01-01,342 Teresa Courts,New Melissa,TX,62722,(892)371-2566x383,2025-01-09
P00241,1000000241,Kathleen,Edwards,NP,NEUR,Neurology,LIC672536,ACTIVE,2026-02-15,82754 Christopher Park Apt. 647,Gloriamouth,NY,30106,+1-264-963-1752,2025-03-10
P00242,1000000242,Emily,Sanders,DO,PSY,Psychiatry,LIC950916,ACTIVE,2027-05-06,26691 Calvin Flat,Jamesfurt,GA,16591,967.849.9465,2025-12-23
P00243,1000000243,Vanessa,Dixon,MD,CARD,Cardiology,LIC929538,ACTIVE,2026-07-26,1147 Hall Dale,North Joanland,CA,65792,+1-902-569-5249x91187,2025-05-31
P00244,1000000244,Kelly,Jimenez,PA,NEUR,Neurology,LIC955015,ACTIVE,2027-06-12,588 Stephanie Bypass Suite 167,Melissamouth,WA,60749,6028842762,2025-06-08
P00245,1000000245,Tony,Rodriguez,NP,CARD,Cardiology,LIC474314,INACTIVE,2026-07-15,889 Alvarez Walk Apt. 806,Troyfurt,CA,81364,+1-854-350-0902x55905,2025-11-28
P00246,1000000246,Ronnie,Braun,NP,NEUR,Neurology,LIC558176,INACTIVE,2026-05-08,0333 Watkins Spurs Apt. 415,North Amanda,GA,05400,869.786.4079x056,2025-05-20
P00247,1000000247,Ashley,Stokes,PA,ONC,Oncology,LIC825686,ACTIVE,2026-07-11,357 Jackson Hills,Taraborough,WA,65637,+1-318-734-4049x6391,2025-06-23
P00248,1000000248,Joshua,Knight,PA,DERM,Dermatology,LIC731718,PENDING,2026-03-22,3514 Reynolds Plains Suite 366,Colleenmouth,NY,88523,001-282-508-2973x74896,2025-08-06
P00249,1000000249,Michael,Hernandez,MD,ORTH,Orthopedics,LIC443848,ACTIVE,2026-04-16,466 Dalton Circles,Port Robert,WA,38124,+1-924-993-6312x3034,2025-06-14
P00250,1000000250,Anita,Graham,DO,PSY,Psychiatry,LIC823270,ACTIVE,2027-03-13,24204 Hopkins Fall,Lake Toddtown,GA,07752,459-541-6516,2025-11-05
P00251,1000000251,Daniel,Navarro,PA,CARD,Cardiology,LIC387892,ACTIVE,2027-09-22,984 Wilkerson Freeway,Port Lindsaymouth,CA,77089,001-263-963-2123x4764,2025-06-30
P00252,1000000252,Amanda,Lyons,PA,DERM,Dermatology,LIC480959,ACTIVE,2027-10-15,8673 Suarez Drive,Thomasstad,NY,40893,7903034864,2025-12-10
P00253,1000000253,Amanda,Young,PA,CARD,Cardiology,LIC136489,ACTIVE,2027-09-15,0644 Sharon Throughway Apt. 432,Welchchester,FL,04941,717-876-5612x481,2025-03-15
P00254,1000000254,Carrie,Li,MD,NEUR,Neurology,LIC734487,ACTIVE,2027-01-28,0027 Aaron Flats Suite 591,East Johnberg,GA,78359,+1-765-477-2429x54316,2025-07-05
P00255,1000000255,Phillip,Bennett,MD,NEUR,Neurology,LIC701800,ACTIVE,2027-03-31,08931 Gonzalez Squares,North Richard,IL,56718,+1-942-315-2910x867,2025-07-10
P00256,1000000256,Jeffrey,Harris,NP,ONC,Oncology,LIC361736,PENDING,2027-10-28,7626 Carol View Suite 362,Sparkstown,CA,38537,739-873-5971x072,2025-06-10
P00257,1000000257,Gloria,Reeves,PA,FAMP,Family Practice,LIC688956,ACTIVE,2027-06-15,941 Angela Center Suite 375,North Jonfurt,WA,40151,(452)380-9242x8757,2025-09-13
P00258,1000000258,Logan,Moreno,NP,PSY,Psychiatry,LIC827691,INACTIVE,2027-09-19,1502 Savage Village,Juliechester,GA,37584,294-585-6257x287,2025-04-20
P00259,1000000259,Edgar,Hall,MD,PED,Pediatrics,LIC574001,ACTIVE,2026-05-19,4276 Wanda Park,South Michaelside,GA,64097,671.521.5134x228,2025-03-04
P00260,1000000260,Brandy,Bonilla,NP,DERM,Dermatology,LIC844007,ACTIVE,2026-11-24,1371 Johnson Springs,South Nathanielville,WA,42907,(701)277-7490,2025-12-16
P00261,1000000261,Diana,Tapia,DO,ORTH,Orthopedics,LIC932250,ACTIVE,2027-12-30,923 Laurie Haven Suite 018,Davisview,FL,23833,461.303.2664,2025-03-22
P00262,1000000262,Kenneth,Owen,DO,DERM,Dermatology,LIC928766,ACTIVE,2026-05-23,925 Marilyn Passage Apt. 776,Adamschester,IL,12326,001-965-392-6610x85732,2025-04-13
P00263,1000000263,Kelly,Kim,DO,NEUR,Neurology,LIC741674,INACTIVE,2027-07-19,2243 Phillips Causeway Apt. 081,Gutierrezmouth,TX,87120,001-894-254-9180x1722,2025-08-28
P00264,1000000264,Christopher,Mcdowell,PA,ORTH,Orthopedics,LIC906527,ACTIVE,2027-05-06,9779 Peterson Well Apt. 321,Monicaville,TX,57359,+1-800-961-0277,2025-07-23
P00265,1000000265,Kevin,Li,MD,FAMP,Family Practice,LIC571832,ACTIVE,2027-10-20,641 Derek Field Apt. 030,South Deborah,IL,85663,868.231.4727,2025-06-12
P00266,1000000266,Darren,Barrera,DO,FAMP,Family Practice,LIC905077,PENDING,2027-10-18,7079 James Port Suite 050,Lake Melaniechester,AZ,54985,599.284.0767x8997,2025-10-10
P00267,1000000267,Allison,Henderson,DO,CARD,Cardiology,LIC418897,ACTIVE,2027-06-15,146 Wilson Road Suite 760,West Jessica,IL,62005,(873)783-9597x246,2025-03-05
P00268,1000000268,Laura,Marsh,NP,PED,Pediatrics,LIC987025,ACTIVE,2027-06-16,341 Anderson Flats,New Travis,FL,55024,243.338.0054x5228,2025-06-27
P00269,1000000269,Matthew,Wilson,NP,ORTH,Orthopedics,LIC744274,ACTIVE,2027-10-03,83745 Hammond Trail,Paulahaven,NY,79706,+1-410-377-1199x18081,2025-03-06
P00270,1000000270,Monica,Bartlett,NP,FAMP,Family Practice,LIC983456,INACTIVE,2027-11-06,478 Oconnor Courts,Lake Michael,CA,18559,437-360-3754,2025-03-29
P00271,1000000271,Joseph,Espinoza,NP,CARD,Cardiology,LIC782759,ACTIVE,2026-02-16,3286 Devin Meadow Suite 678,Sherrymouth,AZ,19583,001-208-611-5562x60602,2025-02-11
P00272,1000000272,Robert,Blackwell,NP,CARD,Cardiology,LIC773088,PENDING,2027-10-05,550 Mccullough Ridge Apt. 673,Terryfurt,GA,26360,610-785-6288x4318,2025-09-12
P00273,1000000273,Katherine,Moore,NP,PED,Pediatrics,LIC575575,ACTIVE,2027-02-20,943 Barber Parkways,Lake Brianstad,CA,34547,+1-585-710-1749x0753,2025-12-17
P00274,1000000274,Kevin,Estrada,PA,FAMP,Family Practice,LIC587002,ACTIVE,2027-03-02,683 Mark Prairie,Port Kimberly,NY,60048,926-561-1062,2025-08-14
P00275,1000000275,Sean,Wood,PA,NEUR,Neurology,LIC237118,ACTIVE,2026-12-20,886 Silva Roads Suite 776,East William,TX,64040,001-772-388-1377x028,2025-06-13
P00276,1000000276,Carolyn,Ortiz,MD,NEUR,Neurology,LIC380464,ACTIVE,2027-04-23,9408 David Inlet,Kevinfort,NY,04168,(929)260-4432,2025-05-04
P00277,1000000277,David,Bailey,PA,DERM,Dermatology,LIC745270,ACTIVE,2026-10-25,7949 Mccullough Tunnel,Alvarezberg,NY,18657,277.972.5199x66365,2025-01-26
P00278,1000000278,Jill,Brewer,DO,NEUR,Neurology,LIC900190,ACTIVE,2026-11-17,094 Dawn Corner,New Amber,GA,99803,4982378018,2025-10-23
P00279,1000000279,Joshua,Harris,MD,PSY,Psychiatry,LIC194423,INACTIVE,2027-05-25,89569 Travis Brooks Suite 626,Port Allisonfurt,GA,34209,311-482-4224,2025-06-07
P00280,1000000280,Kristopher,Russell,NP,PED,Pediatrics,LIC151021,ACTIVE,2027-08-21,95200 Price Island,South Patricia,GA,34308,(610)233-9937x8861,2025-04-21
P00281,1000000281,Lucas,Tran,MD,PSY,Psychiatry,LIC988324,ACTIVE,2027-07-04,0630 Spencer Radial,East Kathrynberg,NY,40427,001-467-518-3258,2025-05-27
P00282,1000000282,Amanda,Henderson,NP,ORTH,Orthopedics,LIC147440,ACTIVE,2027-02-17,07942 Brian Orchard Suite 946,Meganborough,FL,77198,840.528.9141x61284,2025-07-07
P00283,1000000283,Cheryl,Bernard,MD,NEUR,Neurology,LIC505116,ACTIVE,2026-10-23,547 Sanchez Islands Suite 379,Allenberg,WA,85231,8973002687,2025-10-11
P00284,1000000284,Kristin,Banks,PA,DERM,Dermatology,LIC491326,ACTIVE,2026-04-10,071 Stanton Lane,Paultown,IL,16854,653.570.3045x319,2025-03-07
P00285,1000000285,Jim,Snyder,PA,NEUR,Neurology,LIC624369,ACTIVE,2026-07-23,47930 Tracey Route Suite 149,Jacksonborough,CA,86987,001-699-592-1921x2493,2025-03-15
P00286,1000000286,Melanie,Johnson,PA,FAMP,Family Practice,LIC644559,ACTIVE,2026-12-08,870 Davidson Run Apt. 566,Davidhaven,NY,61657,558.703.0468x7506,2026-01-01
P00287,1000000287,Christopher,Armstrong,DO,NEUR,Neurology,LIC512042,PENDING,2026-11-23,361 James Isle,Bryanville,WA,04154,560.395.4317x3505,2025-11-10
P00288,1000000288,Kimberly,Harvey,PA,NEUR,Neurology,LIC843167,ACTIVE,2027-06-06,791 Terri Bypass,Edwardsland,GA,17217,2706496110,2025-09-17
P00289,1000000289,Melissa,Morales,MD,CARD,Cardiology,LIC536774,ACTIVE,2026-12-06,99076 Pope River Apt. 507,Brianaville,CA,13960,7918939284,2025-07-08
P00290,1000000290,Timothy,Oliver,DO,PSY,Psychiatry,LIC856442,ACTIVE,2027-11-03,20024 Palmer Run,Larryside,GA,19588,(474)295-4508,2025-05-16
P00291,1000000291,John,Fuentes,PA,FAMP,Family Practice,LIC254954,INACTIVE,2027-10-07,5333 Matthew Shores,Nealmouth,FL,79113,001-259-995-9465x217,2025-09-26
P00292,1000000292,Jeffrey,Smith,MD,CARD,Cardiology,LIC300051,ACTIVE,2027-12-19,379 John Street,Lindsayfurt,IL,27412,(520)750-1508x1247,2025-10-21
P00293,1000000293,Bradley,Johnson,DO,ONC,Oncology,LIC530311,ACTIVE,2027-02-27,2342 Abbott Gardens,East Andrew,GA,34814,502-761-5347,2025-03-19
P00294,1000000294,Lisa,Guerrero,DO,CARD,Cardiology,LIC688132,ACTIVE,2026-05-22,112 Laura Fields Suite 559,Rowlandbury,GA,06555,001-999-538-4253x04289,2025-12-28
